product_id,author,rating,title,body
category_1_product_1,Hemant,5,Best Choice - I like it,"⭐⭐⭐⭐⭐
The boAt Airdopes Supreme deliver crystal-clear sound, punchy bass, and... Read more"
category_1_product_1,Danish Shaikh,5,I Given a 5 Star Rating,"Amazing Performance Boat earbuds Looks like Good and Best
I saw a trying to... Read more"
category_1_product_1,PradeepKumar,5,So beautiful but and nice song sound,Nice sound very nice so beautiful buts
category_1_product_1,Apurva mishra,5,Awesome product,I am using it above 20 days and i felt this is too good 😊
category_1_product_1,Suman Nath,5,To much best,This is excellent product for this price range such a supreme feel in hand awesome 🎀
category_1_product_1,Arunprasath,5,Thankyou boat,"On time delivery
Worth product"
category_1_product_2,XTM,5,Quality of earphone,"It's good, the quality of the earphones are great.
It's worth the price."
category_1_product_2,Ankita,5,Elegance with excellence,Listening your fev music with this earpod is like giving treat to your ear. I have always used... Read more
category_1_product_2,Vaishak A.,3,Boat Hearables App doesn't work with this,The audio quality is definitely unmatched compared to most others earbuds in this segment the... Read more
category_1_product_2,Nipun,5,X tws,Nirvana X tws...these have become one of my fav. Tws amongst the ones I have...literally... Read more
category_1_product_2,Vicky Bansal,5,,Best product with good sound and battery life
category_1_product_2,Pavan kushwaha,4,,Very cool colours and the sound quality is amazing
category_1_product_3,Hukmraj Singh Rao,5,Cover,"Product is amazing.
But I did not got the silicon cover with it."
category_1_product_3,Ushna,4,Cover,I didn't get the silicon cover like I ordered
category_1_product_3,Sheeba,4,Airpods 131 viper green,Nice product
category_1_product_3,Ras bihari,5,,"boAt Airdopes 131 | Wireless Earbuds with upto 60 Hours Playback, 13mm Drivers, IWP... Read more"
category_1_product_3,Mayuri chatterjee,5,Good product,👍
category_1_product_3,Uday,5,Good Quality with Amazing Experience,Hey boAt! Just got my Airdopes 131 and I’m absolutely loving it! 🎧🔥 Made a fun review – check it... Read more
category_1_product_4,Ajay Darekar,5,Amazing 5/5,Amazing product… if I required another earphone to buy another one buy will buy it again this one
category_1_product_4,Mohit,5,Great quality product,Very satisfied 🤗
category_1_product_4,Honey,5,Flying in the Air,Omg.!! It's just amazing 👌👌 I can't get enough of listening to music 🤩I'm in love with the... Read more
category_1_product_4,RAMESS,5,Great buds,Nice buds classy and ANC is good too
category_1_product_4,Shantanu SIkder,5,Premium Quality Product,Sound in next level. Noice cancellation is not so bad you can get enough. Battery-my rating 1000/10... Read more
category_1_product_4,palash,5,,very good
category_1_product_5,Subhankar Sarkar,5,,"boAt Airdopes 280 ANC | Wireless Earbuds with ANC up to 32dB, Quad Mics ENx™ Tech... Read more"
category_1_product_5,Anirban Chowdhury,5,About airdropes 280 anc,"Good bass,clr sound, clr vocal, connectivity nice, battery nice"
category_1_product_5,Garg yadav,4,Quality of the product,It has a nice sound it connectivity is passed but it built quality can be improve it
category_1_product_5,AJ,5,Satisfactory TWS!,I have been using this buds since past 2-3 months and I am satisfied with the sound and call... Read more
category_1_product_5,Nitesh Kumar Pandit,5,Airdopes 280 ANC is the best in this Price segment.,One of the best earbuds in this price segment.In the calling very slow voice is Clearly... Read more
category_1_product_5,Prince Kumar,5,Boat Airdopes 280 ANC,Its a very good product I'm using. It's a nice experience for me
category_1_product_6,Amit Kumar,5,,"boAt Airdopes Alpha | True Wireless Earbuds with 35 Hours Playback, 13mm Drivers... Read more"
category_1_product_6,Hakim shah,4,This airbuds very small Its sound is quite good,This airbuds very Nice 👍 thanks boat family
category_1_product_6,Hakim shah,4,This airbuds very small Its sound is quite good,This airbuds very Nice 👍 thanks boat family
category_1_product_6,Hakim shah,4,This airbuds very small Its sound is quite good,This airbuds very Nice 👍 thanks boat family
category_1_product_6,Hakim shah,4,This airbuds very small Its sound is quite good,This airbuds very Nice 👍 thanks boat family
category_1_product_6,Joy Choudhury,5,Good,It was amazing
category_1_product_7,Anonymous,5,Best so far,I have been using this for at least 4 years and it's still the same the bass and sound are still... Read more
category_1_product_7,Rohan,5,Boat nirvana ion,Sound quality is really nice and I'm having a wonderful experience with it TQsm for this... Read more
category_1_product_7,Jay,5,,boAt Nirvana Ion | Bluetooth Wireless Earbuds with Crystal Bionic Sound powered by HiFi®️... Read more
category_1_product_7,Nikhil,5,Realistic sound,"The BOAT Nirvana ION Airbuds deliver impressive sound quality, deep bass, and excellent noise... Read more"
category_1_product_7,Naveen rawat,5,,boAt Nirvana Ion | Bluetooth Wireless Earbuds with Crystal Bionic Sound powered by HiFi®️... Read more
category_1_product_7,Naveen rawat,5,,boAt Nirvana Ion | Bluetooth Wireless Earbuds with Crystal Bionic Sound powered by HiFi®️... Read more
category_1_product_8,Rocky,5,Product is good and fired ⚡⚡,"This product is amazing and beautiful case, good backup, sound cristal clear and... Read more"
category_1_product_8,Ashlok Raj Jha,5,👍,"Very nice product but delivery is so late 😔
Next time boat don't have a late"
category_1_product_8,Ashlok Raj Jha,4,😔,Very nice product but delivery is so late 😔
category_1_product_8,Shravani,4,Good product,"Good product with nice sound quality, good calling experience also very comfortable to... Read more"
category_1_product_8,Abhi,5,Best one,Value for money best one
category_1_product_8,Swathini M,5,Honest ✨️,"✨ Amazing earbuds at a budget price!
I bought the boAt Airdopes 181 Pro for just ₹999 and I'm... Read more"
category_1_product_9,Samina siraj,5,I am happy with nice one,Happy
category_1_product_9,Gurmail singh,5,airdopes 121 pro plus,Yes
category_1_product_9,Ripu Kumar Pandey,4,,Sound is very nice
category_1_product_9,Pranjal Patel,5,,"boAt Airdopes 121 Pro Plus | Wireless Earbuds with 100 Hours Playback, 4 Mics with ENx™... Read more"
category_1_product_9,NIKHIL LABHANE,4,Must buy,Everything is okay 👍
category_1_product_9,Totally bad product waste of money.,4,Product,Good
category_1_product_10,Yash Kothari,4,Airpodes,Its very nice
category_1_product_10,Nidhie,5,Amazing as always,I bought this recently and I'm loving it. The audio quality is lovely and love the case... Read more
category_1_product_10,sahib,5,Amazing,Goated...
category_1_product_10,Joydeep Nasipuri,5,,"boAt Airdopes 311 PRO | Wireless Earbuds with 50 Hours Playback, Dual Mics with... Read more"
category_1_product_10,Rosss,4,,"So I'm having problem with the connection,my video is pausing in the middle...(Address... Read more"
category_1_product_10,Yuvanesh kumar,4,,"boAt Airdopes 311 PRO | Wireless Earbuds with 50 Hours Playback, Dual Mics with... Read more"
category_1_product_11,Gaurav Dadhich,5,Good product Good service,"Good service Good product
Nice design nice colour"
category_1_product_11,Ayush vihan,5,5 star,Very good and beautiful product
category_1_product_11,Rudraksh Mishra,5,Satisfactory,Satisfied 👍
category_1_product_11,Rudraksh Mishra,5,Satisfied,Satisfied
category_1_product_11,AKASH M,5,Best Airdopes 161,"Airdopes 161 is the best airdopes, I have been using it for 6 months, there is no problem of any... Read more"
category_1_product_11,Pulkit Shrimali,5,Very good product,This a very good product i bought this in June and after a month of use i can say that it is very... Read more
category_1_product_12,Anand,5,Best in the market,Million times better than one plus
category_1_product_12,Anonymous,4,Airdopes 301,Good Airdopes with affordable prize good battery back up i rarely comments only when I... Read more
category_1_product_12,Jack,5,Super model good condition,😘
category_1_product_12,HESHAM SHAH ALAM KHAN,5,,"boAt Airdopes 301 | Wireless Earbuds with 75 Hours Playback, ENx™ Technology, 10mm... Read more"
category_1_product_12,Gaurav kumar,5,,Right side ear buds not working
category_1_product_12,Sukanta Mitra,5,Very Beautiful & Wonderful Design,Best ⛵ Collection .... I love It.....
category_1_product_13,mohanarajan,5,great product,"am happy to order this product, really good one"
category_1_product_13,Hemanth,4,,"Best to Buy👍
Dilevery date is to long🙂‍↕️"
category_1_product_13,Rahul Mondal,5,Exelent earpods,"This is a good Quality Earpods, i suggest that earpods"
category_1_product_13,Anshul dhiman,5,Nice quality and better noice cancellation,Just got my earbuds and they are amazing nice audio quality and noice cancellation loved it
category_1_product_13,Ankur Chanda,5,Value for money,"Great TWS under 1000. I have been using this product since August 2024 , very good sound... Read more"
category_1_product_13,Shashi,5,Very nice in worthy rate.,Very nice product 💗
category_1_product_14,Atharv panchal,4,Good,Such a Nice Product in this Price Segment 😀
category_1_product_14,Gopi,4,Good,Air drops r case also
category_1_product_14,Shivam Sharma,5,Great bass and sound quality,I am really satisfied with the quality of airdopes
category_1_product_14,Shivam Sharma,5,Great bass and sound quality,I am really satisfied with the quality of airdopes
category_1_product_14,Manoj Magade,4,best tws under 1000 rupees,"this boAt 161 metallic airdops is best tws under 1000 category, i impress with duel eq mode... Read more"
category_1_product_14,Manoj Magade,4,best tws under 1000 rupees,"this boAt 161 metallic airdops is best tws under 1000 category, i impress with duel eq mode... Read more"
